index,utterance_idx,utterance,video_id,sentiment
808,6.0, SOME REALLY FUN TOUCHES WITHIN THE MOVIE IS THAT TWO VAMPIRES IN OTHER SHOWS APPEAR IN THIS MOVIE NOT AS VAMPIRES,vyB00TXsimI,2.0
279,7.0,UH IF YOU DIDNT LIKE THAT TYPE OF MOVIE THEN I REALLY DONT THINK YOURE GONNA LIKE THIS AT ALL ,ZAIRrfG22O0,-1.6
849,3.0,THERES SOME GREAT BEDROOM SCENES,Jkswaaud0hk,2.2
400,19.0,LIKE THEY CONVINCED ME LIKE THIS CHICK COULD PROBABLY TAKE THAT DUDE DOWN WHICH IS PRETTY HARD ,I5y0__X72p0,1.0
423,3.0,AND I ACTUALLY AM NOT FINDING THE SERIES TO BE VERY FUN AND POPCORN KIND OF MOVIE,LSi-o-IrDMs,0.0
682,17.0,BUT ITS A VERY KIND OF UM STYLISTIC EDGE ON IT,d3_k5Xpfmik,1.6
910,3.0,AND ITS REALLY GLOSSED OVER WITH LOTS OF STUNNING SPECIAL EFFECTS AND BIG EXPLOSIONS,nzpVDcQ0ywM,0.8
347,11.0, I WAS JUST WAITING FOR JOSEPH GORDON LEVITT TO COME OUT JUST JUMP OUT ANY TIME AND SAY ITS A PARADOX,8OtFthrtaJM,-0.5
1308,11.0,NOW LET JUST GET INTO TWO THINGS THAT WILL POSSIBLY ATTRACT YOU TO THIS FILM THE VIOLENCE AND THE 3D,atnd_PF-Lbs,0.4
569,9.0, AS FOR GI JOE WAS IT WAS JUST LIKE LAUGHING ITS THE THE PLOT THE THE ACTING IS TERRIBLE ,etzxEpPuc6I,-2.8
275,3.0,THERE WERE A FEW FUNNY LINES,ZAIRrfG22O0,0.6
1114,45.0, AND SHES NOT A BAD ACTOR ,2WGyTLYerpo,0.2
1499,12.0,LIKE SERIOUSLY,tStelxIAHjw,-1.0
1491,4.0, I THINK IM GETTING TO THAT POINT WHERE IM JUST NOT ENTERTAINED BY DISNEY PIXAR MOVIES ANYMORE BECAUSE I COULDNT STAND UP,tStelxIAHjw,-2.8
812,10.0,YEAH THATS ABOUT HOW MY FAVORITE LIST GOES,vyB00TXsimI,1.33333333333
1492,5.0,AND I REALLY HATED CARS,tStelxIAHjw,-2.2
1153,21.0,IF YOU LOOK AT IT AS A LIVE ACTION MOVIE YOU YOURE GONNA BE DISAPPOINTED,8qrpnFRGt2A,-2.0
3,4.0,FIRST LET ME JUST SAY I SAW QUITE A FEW GUYS AT THE CINEMA WHO CLEARLY BEEN DRAGGED THERE BY THE GIRLFRIENDS AND TO THOSE GUYS I SAY WOULD YOU LIKE ME TO SEW YOUR BALLS BACK ON FOR YOU,nbWiPyCm4g0,-2.2
92,12.0,IT REMINDED ME OF THE FIRST ONE HAD THE SAME KIND OF VIBE LIKE THE FIRST ONE,k5Y_838nuGo,0.2
1259,11.0,ALTHOUGH WHAT IT DID DO WAS INTERESTING BUT I BUT IT DIDNT MAKE SENSE,pLTX3ipuDJI,0.6
1450,2.0, HE ALSO HAS SOME REALLY COOL GUNS SO THAT ITS LIKE A DESERT EAGLE BUT IT HAS TO BARRELS TO IT,Vj1wYRQjB-o,2.2
52,12.0,BUT IT WAS REALLY REALLY AWESOME,03bSnISJMiM,2.2
1266,2.0,REALLY BAD MOVIE,c7UH_rxdZv4,-2.6
39,30.0,THE ACTING IS NOT THAT BAD,Af8D0E4ZXaw,-0.8
925,18.0,THIS IS A REALLY BIG MOVIE FOR THEIR CAREERS BECAUSE I HAVENT REALLY SEEN THEM IN A LOT OF BIG MOVIES,nzpVDcQ0ywM,1.2
759,12.0, I THOUGHT HE WAS UM WELL DEVELOPED,8d-gEyoeBzc,1.6
707,23.0,THE GREEN HORNET DID SOMETHING SIMILAR,_dI--eQ6qVU,0.0
274,2.0, FOR ME IT WAS A WASTE OF TIME,ZAIRrfG22O0,-2.6
1003,6.0,UM BUT AS FAR AS HUMOR GOES NOT AS MUCH AS I WAS EXPECTING,PZ-lDQFboO8,-1.6
1504,1.0, BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT ,2iD-tVS8NPw,-0.5
7,8.0,LET ME SEE IF I CAN RUSTLE UP SOME SYMPHATY YEAH IVE GOT NOTHING,nbWiPyCm4g0,-2.2
1388,14.0, UM BUT IF YOURE XXX MOVIE GOER LIKE I AM I TOTALLY RECOMMEND SEEING THIS BECAUSE ITS JUST A FUN ENTERTAINING MOVIE AND I THINK THAT YOU WILL ENJOYE IT,Qr1Ca94K55A,2.6
804,2.0, IF YOU WERE LOOKING FOR A MOVIE THAT HAS ANYTHING REALISTIC IN IT YOU SHOULD NOT BE LOOKING AT THIS MOVIE BECAUSE IT IS INSANE,vyB00TXsimI,-2.4
1347,5.0,AND OH OH MY GOSH I WAS BLOWN AWAY,cM3Yna7AavY,2.8
203,1.0,WHAT WHATEVER THE NAME IS TOO LONG,f9O3YtZ2VfI,-1.2
1058,10.0,AND AGAIN IT DOES REALLY TUG AT THE HEART STRENGHTS WITH THE LITTLE BABY ANIMALS AT THE BEGINNING,G-xst2euQUc,1.4
113,2.0,AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE,6Egk_28TtTM,2.0
526,9.0,HE WA HE WAS VERY ANNOYING ,d6hH302o4v8,-2.4
29,20.0,AND UM I THOUGHT IT WORKED WORKED PRETTY WELL,Af8D0E4ZXaw,1.6
9,10.0, MIRANDA MIRANDA WAS ALWAYS ONE OF THE BEST CHARACTERS ,nbWiPyCm4g0,1.2
555,38.0,DO NOT SEE THIS MOVIE ,d6hH302o4v8,-3.0
797,20.0, I THOUGHT IT WAS REALLY COOL,9J25DZhivz8,2.4
1161,3.0, I THINK THE MOVIE REALLY DEPICTED THE LIVELINESS OF NEW YORK CITY WHILE SINCE IM A NEW YORKER MYSELF,9c67fiY0wGQ,2.0
1348,6.0,ANYWAY OH YOU CAN SEE IM STILL SPEECHLESS THIS MOVIE WAS JUST BEAUTIFUL,cM3Yna7AavY,2.8
870,4.0,AND YET THIS MOVIE IS INCREDIBLY ENJOYABLE FOR ACTION FANS ,bvLlb-M3UXU,2.2
254,4.0,JUST GO IN WITH LOW EXPECTAIONS ,Bfr499ggo-0,-1.2
84,4.0, I LIKE THE FIRST TWO SHREKS QUITE A BIT,k5Y_838nuGo,1.0
785,8.0,SO I LIKED THAT A LOT,9J25DZhivz8,2.2
810,8.0,AND ANYONE WHO KNOWS ME KNOWS THE LORD OF THE RINGS TRILOGY IS PROBABLY MY FAVORITE MOVIE EVER,vyB00TXsimI,2.6
1205,9.0,UM ANYWAYS THE MUSIC IS GOOD,ZUXBRvtny7o,1.4
262,12.0,THEY SHOULDVE JUST CUT THE WEDDING IN THE BEGINNING,Bfr499ggo-0,-1.4
637,16.0,AND IM PRETTY SURE THATS BECAUSE IT DIDNT TIE IN TO THE MOVIE AT ALL,Ci-AH39fi3Y,-1.6
303,22.0,AND JUST AND ITS JUST ITS SO FUNNY,Clx4VXItLTE,0.8
1042,33.0,AND ITS VERY VERY INTERESTING,7JsX8y1ysxY,1.4
1413,10.0,AND ALSO THE CUTE WINGS TO POP CULTURE,dq3Nf_lMPnE,1.0
1481,24.0,AND ITS JUST LIKE OR WHY DO WE NEED THESE THINGS ,BioHAh1qJAQ,-1.4
